Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-January-2013,292.90,292.90,287.75,288.65,289.288938561490735131,239345,2649,69239861.00,74098,30.96,5.15,-4.25
21-January-2013,288.20,291.80,286.30,290.65,290.003975565681090010,451005,4422,130793243.00,196276,43.52,5.50,2.45
18-January-2013,287.00,289.70,284.45,287.05,287.339778906158812004,1362227,13497,391422005.00,460987,33.84,5.25,0.05
17-January-2013,283.00,286.75,281.50,285.15,285.248699066080560650,334183,3047,95325266.00,203070,60.77,5.25,2.15
16-January-2013,284.50,285.50,282.50,283.65,284.215740732182962559,216394,3037,61502581.00,80506,37.20,3.00,-0.85
15-January-2013,279.40,284.80,274.85,283.40,281.154365783460059569,438478,5767,123280004.00,169764,38.72,9.95,4.00
14-January-2013,275.10,278.30,274.15,277.90,276.764500888233737763,264570,2705,73223584.00,111922,42.30,4.15,2.80
11-January-2013,280.00,282.00,272.20,273.50,275.336693540161322567,980396,9556,269938993.00,682765,69.64,9.80,-6.50
10-January-2013,280.70,281.75,278.60,280.90,280.265361282959937533,283033,3754,79324346.00,153976,54.40,3.15,0.20
9-January-2013,284.50,285.60,279.15,279.80,281.254802890711792892,356452,4333,100253837.00,154437,43.33,6.45,-4.70
8-January-2013,280.00,285.90,279.00,285.30,283.384893387329230668,364966,3996,103425851.00,150903,41.35,6.90,5.30
7-January-2013,283.60,284.95,278.60,279.20,281.211074041039429785,384557,4507,108141687.00,178435,46.40,6.35,-4.40
4-January-2013,285.00,285.00,280.45,282.40,281.862601253247745682,294435,3620,82990215.00,135720,46.10,4.55,-2.60
3-January-2013,286.00,286.90,283.00,283.50,283.906879739582953193,274022,3300,77796731.00,120019,43.80,3.90,-2.50
2-January-2013,288.90,289.25,284.75,285.50,286.538257241554635043,334355,3236,95805499.00,179349,53.64,4.50,-3.40
1-January-2013,287.25,289.25,286.60,287.25,287.735617404288854784,144654,2090,41622108.00,60789,42.02,2.65,0.00
31-December-2012,289.00,289.25,286.10,286.80,287.016366764851701711,171445,2327,49207521.00,90436,52.75,3.15,-2.20
28-December-2012,288.70,290.00,287.10,289.15,288.756358118014215205,349907,2340,101037871.00,236224,67.51,2.90,0.45
27-December-2012,291.80,292.25,287.60,288.70,289.282160794295041795,749243,2558,216742634.00,456548,60.93,4.65,-3.10
26-December-2012,288.95,291.20,285.70,290.05,288.647506970109576606,246768,2656,71228968.00,104374,42.30,5.50,1.10
24-December-2012,289.90,290.40,286.25,287.00,287.511665350604548534,357126,2482,102677891.00,210129,58.84,4.15,-2.90
21-December-2012,286.00,291.80,282.00,287.80,285.686813645196406588,491455,5766,140402213.00,128610,26.17,9.80,1.80
20-December-2012,290.00,290.35,286.05,287.70,287.824817962443270520,427247,3324,122972290.00,230567,53.97,4.30,-2.30
19-December-2012,293.00,295.20,289.00,290.10,291.001578142017028753,1396579,4454,406406693.00,1172752,83.97,6.20,-2.90
18-December-2012,294.75,295.85,290.10,293.55,293.618366801557608612,261940,2624,76910395.00,84859,32.40,5.75,-1.20
17-December-2012,295.00,295.00,292.05,293.35,294.008589572970833056,1159429,3001,340882085.00,109243,9.42,2.95,-1.65
14-December-2012,293.50,296.80,290.40,295.75,293.641044458469712759,272524,3994,80024232.00,50885,18.67,6.40,2.25
13-December-2012,305.50,306.20,292.40,295.00,294.953101704362642691,882676,9016,260348024.00,409789,46.43,13.80,-10.50
12-December-2012,303.90,306.50,303.55,305.85,305.395309768356643356,219648,2936,67079469.00,126959,57.80,2.95,1.95
11-December-2012,301.35,305.65,301.10,303.60,303.827650201244054152,341625,2516,103795121.00,125631,36.77,4.55,2.25
10-December-2012,300.10,302.10,298.05,301.35,300.305632955590433586,144631,1884,43433504.00,51223,35.42,4.05,1.25
7-December-2012,301.60,302.80,299.00,301.45,300.829520303833885430,342029,2549,102892420.00,183040,53.52,3.80,-0.15
6-December-2012,298.00,302.00,295.10,301.30,299.057918218656624779,464189,3324,138819396.00,298282,64.26,6.90,3.30
