Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-June-2012,2004.00,2039.90,1996.75,2015.70,2018.400964888769766818,3731,216,7530654.00,645,17.29,43.15,11.70
28-June-2012,2005.70,2015.00,1996.30,2001.20,2002.697397002541214359,357703,128,716370867.00,357179,99.85,18.70,-4.50
27-June-2012,2011.00,2017.95,2001.00,2005.70,2010.155405405405405405,740,116,1487515.00,406,54.86,16.95,-5.30
26-June-2012,2010.00,2030.00,2005.00,2015.00,2013.230225988700564971,708,113,1425367.00,548,77.40,25.00,5.00
25-June-2012,2001.05,2026.85,1999.15,2009.20,2006.262222222222222222,900,156,1805636.00,537,59.67,27.70,8.15
22-June-2012,2017.00,2033.20,2000.00,2004.20,2022.490371389270976616,5816,165,11762804.00,5612,96.49,33.20,-12.80
21-June-2012,2017.05,2038.95,2012.00,2018.80,2021.251760563380281690,568,105,1148071.00,390,68.66,26.95,1.75
20-June-2012,2000.05,2044.50,2000.05,2026.95,2020.371153846153846153,1040,229,2101186.00,631,60.67,44.45,26.90
19-June-2012,2034.95,2034.95,1986.10,2005.05,2000.157210626185958254,21080,103,42163314.00,20759,98.48,48.85,-29.90
18-June-2012,2015.05,2049.95,1990.00,1995.20,2008.165007112375533428,703,105,1411740.00,393,55.90,59.95,-19.85
15-June-2012,2023.00,2030.00,2010.00,2013.30,2016.070575461454940282,921,119,1856801.00,499,54.18,20.00,-9.70
14-June-2012,2061.00,2061.00,2011.25,2013.05,2030.232031250000000000,1280,179,2598697.00,521,40.70,49.75,-47.95
13-June-2012,2045.00,2089.95,2040.05,2048.60,2062.392405063291139240,2212,402,4562012.00,903,40.82,49.90,3.60
12-June-2012,1955.05,2051.70,1954.00,2016.40,1962.639694905132868271,36841,328,72305609.00,36328,98.61,97.70,61.35
11-June-2012,1957.00,2000.00,1953.00,1966.95,1979.305378304466727438,1097,263,2171298.00,679,61.90,47.00,9.95
8-June-2012,1997.05,2002.00,1980.00,1984.50,1989.229306487695749440,894,114,1778371.00,558,62.42,22.00,-12.55
7-June-2012,2001.00,2018.00,1986.55,1991.05,1997.630243902439024390,1025,145,2047571.00,667,65.07,31.45,-9.95
6-June-2012,2018.00,2018.00,1982.00,1986.50,1995.734509951182876455,2663,412,5314641.00,1940,72.85,36.00,-31.50
5-June-2012,1971.00,2009.90,1970.15,2007.50,1992.004381161007667031,913,177,1818700.00,473,51.81,39.75,36.50
4-June-2012,1977.00,1987.70,1960.00,1984.35,1975.530042918454935622,466,153,920597.00,203,43.56,27.70,7.35
1-June-2012,2024.90,2024.90,1966.05,1978.30,1993.974427994616419919,743,153,1481523.00,579,77.93,58.85,-46.60
31-May-2012,2017.00,2017.00,1973.05,2010.75,1997.043128654970760233,1368,288,2731955.00,737,53.87,43.95,-6.25
30-May-2012,2003.30,2030.00,1986.00,2020.05,2003.916289592760180995,1768,300,3542924.00,912,51.58,44.00,16.75
29-May-2012,2015.00,2016.00,1990.00,1991.80,2000.439393939393939393,264,72,528116.00,210,79.55,26.00,-23.20
28-May-2012,1980.05,2010.00,1976.00,2003.30,2001.478252032520325203,4920,210,9847273.00,3959,80.47,34.00,23.25
25-May-2012,1959.00,1994.00,1957.60,1990.75,1988.228637413394919168,433,98,860903.00,283,65.36,36.40,31.75
